Pal,Level,Skill
Jormuntide Ignis,1,Tir Enflammé
Jormuntide Ignis,7,Canon Draconique
Jormuntide Ignis,15,Tempête Ardente
Jormuntide Ignis,22,Souffle Enflammé
Jormuntide Ignis,30,Triple Éclair
Jormuntide Ignis,35,Serpent de Feu
Jormuntide Ignis,40,Boule Enflammée
Jormuntide Ignis,50,Météore Draconique
Jormuntide Ignis,70,Tempête Éclair
Suzaku,1,Canon à Air
Suzaku,7,Tir Enflammé
Suzaku,15,Flammes Scindées
Suzaku,22,Trait de Feu
Suzaku,30,Souffle Enflammé
Suzaku,40,Tempête Ardente
Suzaku,50,Boule Enflammée
Suzaku,70,Explosion Sacrée
Suzaku Aqua,1,Jet d'Eau
Suzaku Aqua,7,Missile de Glace
Suzaku Aqua,15,Tir Aquatique
Suzaku Aqua,22,Souffle Givré
Suzaku Aqua,30,Bombao
Suzaku Aqua,40,Morsure du Blizzard
Suzaku Aqua,50,Hydro-Laser
Suzaku Aqua,70,Éruption Aquatique
Dazemu,1,Tir Boueux
Dazemu,7,Tir Puissant
Dazemu,15,Explosion Rocailleuse
Dazemu,22,Canon à Pierre
Dazemu,30,Ruée Terrestre
Dazemu,40,Tremblement
Dazemu,50,Tourbillon de Sable
Dazemu,70,Impact Rocheux
Quivern,1,Canon Draconique
Quivern,7,Flammes Scindées
Quivern,15,Pluie Acide
Quivern,22,Souffle Draconique
Quivern,30,Tornade Verte
Quivern,40,Bombao
Quivern,50,Météore Draconique
Quivern,70,Chute de Diamants
Quivern Botan,1,Canon Draconique
Quivern Botan,7,Coupe-Rafale
Quivern Botan,15,Mitraille-Graines
Quivern Botan,22,Souffle Draconique
Quivern Botan,30,Tornade Verte
Quivern Botan,40,Comète
Quivern Botan,50,Lierre Circulaire
Quivern Botan,70,Rafale Vent
Lullu,1,Coupe-Rafale
Lullu,7,Mitraille-Graines
Lullu,15,Multi-Coupe
Lullu,22,Tornade Verte
Lullu,30,Explosion Sacrée
Lullu,40,Lierre Circulaire
Lullu,50,Rayon Solaire
Lullu,70,Rafale Vent
Kikit,1,Tir Puissant
Kikit,7,Tir Boueux
Kikit,15,Explosion Rocailleuse
Kikit,22,Boule d'Énergie
Kikit,30,Tornade de Sable
Kikit,40,Tremblement
Kikit,50,Lance-Roche
Kikit,70,Impact Rocheux
Yakumo,1,Double Croc
Yakumo,2,Croc Sauvage
Yakumo,3,Tir Boueux
Yakumo,7,Tir Puissant
Yakumo,15,Explosion Rocailleuse
Yakumo,22,Boule d'Énergie
Yakumo,30,Lame Aérienne
Yakumo,40,Explosion Sacrée
Yakumo,50,Hyper Rayon
Yakumo,70,Impact Rocheux
Skutlass,1,Jet d'Eau
Skutlass,7,Tir Bulleux
Skutlass,15,Geyser
Skutlass,22,Double-Aqua
Skutlass,30,Hydro Tranchant
Skutlass,40,Hydro-Laser
Skutlass,50,Vague Scélérate
Skutlass,70,Éruption Aquatique
Skutlass Ignis,1,Jet d'Eau
Skutlass Ignis,7,Trait de Feu
Skutlass Ignis,15,Tempête Ardente
Skutlass Ignis,22,Double-Aqua
Skutlass Ignis,30,Hydro Tranchant
Skutlass Ignis,40,Hydro-Laser
Skutlass Ignis,50,Boule Enflammée
Skutlass Ignis,70,Éruption Aquatique
Reptyro,1,Tir Enflammé
Reptyro,7,Explosion Rocailleuse
Reptyro,15,Canon à Pierre
Reptyro,22,Souffle Enflammé
Reptyro,30,Déchaînement Volcanique
Reptyro,40,Inferno
Reptyro,50,Lance-Roche
Reptyro,70,Boule Enflammée
Reptyro Cryst,1,Missile de Glace
Reptyro Cryst,7,Explosion Rocailleuse
Reptyro Cryst,15,Iceberg
Reptyro Cryst,22,Souffle Givré
Reptyro Cryst,30,Explosion Givrée
Reptyro Cryst,40,Morsure du Blizzard
Reptyro Cryst,50,Lance-Roche
Reptyro Cryst,70,Chute de Diamants
Starryon,1,Tir Boueux
Starryon,7,Balle Sombre
Starryon,15,Flamme Spirituelle
Starryon,22,Balle Cauchemar
Starryon,30,Inferno
Starryon,40,Apocalypse
Starryon,45,Galopade Spectrale
Starryon,50,Piétinement Mortel
Starryon,70,Légion Sombre
Starryon Primo,1,Tir Boueux
Starryon Primo,7,Tir Puissant
Starryon Primo,15,Boule d'Énergie
Starryon Primo,22,Lame Aérienne
Starryon Primo,30,Hyper Rayon
Starryon Primo,40,Galopade Argentée
Starryon Primo,50,Explosion Sacrée
Starryon Primo,70,Pas Royal
Pierdon,1,Tir Boueux
Pierdon,7,Explosion Rocailleuse
Pierdon,15,Canon à Pierre
Pierdon,22,Tremblement
Pierdon,30,Lance-Roche
Pierdon,40,Tourbillon de Sable
Pierdon,50,Carnage Cornu
Pierdon,70,Impact Rocheux
Pierdon Cryst,1,Missile de Glace
Pierdon Cryst,7,Coupe-Glace
Pierdon Cryst,15,Iceberg
Pierdon Cryst,22,Trident Glacé
Pierdon Cryst,30,Morsure du Blizzard
Pierdon Cryst,40,Chute de Diamants
Pierdon Cryst,50,Carnage Glacé
Pierdon Cryst,70,Ère Glaciaire
Cryolinx,1,Tir Puissant
Cryolinx,7,Missile de Glace
Cryolinx,15,Canon à Pierre
Cryolinx,22,Coupe-Glace
Cryolinx,30,Iceberg
Cryolinx,35,Griffe Blizzard
Cryolinx,40,Souffle Givré
Cryolinx,50,Morsure du Blizzard
Cryolinx,70,Chute de Diamants
Cryolinx Terra,1,Tir Puissant
Cryolinx Terra,7,Explosion Rocailleuse
Cryolinx Terra,15,Canon à Pierre
Cryolinx Terra,22,Tornade de Sable
Cryolinx Terra,30,Griffe Rocailleuse
Cryolinx Terra,35,Tremblement
Cryolinx Terra,40,Lance-Roche
Cryolinx Terra,50,Impact Rocheux
Cryolinx Terra,70,Tempête Éclair
Snugloo,1,Missile de Glace
Snugloo,7,Coupe-Glace
Snugloo,15,Iceberg
Snugloo,22,Souffle Givré
Snugloo,30,Grêle Tranchante
Snugloo,40,Trident Glacé
Snugloo,50,Morsure du Blizzard
Snugloo,70,Chute de Diamants
Wumpo,1,Missile de Glace
Wumpo,7,Coupe-Rafale
Wumpo,15,Coupe-Glace
Wumpo,22,Iceberg
Wumpo,30,Souffle Givré
Wumpo,35,Boule de Neige
Wumpo,40,Morsure du Blizzard
Wumpo,50,Rayon Solaire
Wumpo,70,Chute de Diamants
Wumpo Botan,1,Coupe-Rafale
Wumpo Botan,7,Tir Aquatique
Wumpo Botan,15,Explose-Graines
Wumpo Botan,22,Tornade Verte
Wumpo Botan,30,Lierre Rampant
Wumpo Botan,35,Roulade Herbeuse
Wumpo Botan,40,Bombao
Wumpo Botan,50,Rayon Solaire
Wumpo Botan,70,Rafale Vent
Sootseer,1,Tir Enflammé
Sootseer,7,Balle Sombre
Sootseer,15,Flammes Scindées
Sootseer,22,Flamme Spirituelle
Sootseer,30,Balle Cauchemar
Sootseer,40,Concentration de Flammes
Sootseer,50,Pluie Volcanique
Sootseer,70,Légion Sombre
Carnibora,1,Tir Empoisonné
Carnibora,7,Mitraille-Graines
Carnibora,15,Explose-Graines
Carnibora,22,Lierre Rampant
Carnibora,30,Lierre Circulaire
Carnibora,40,Rayon Solaire
Carnibora,50,Vent Croisé
Carnibora,70,Rafale Vent
Blazamut,1,Tir Puissant
Blazamut,7,Tir Enflammé
Blazamut,15,Explosion Rocailleuse
Blazamut,22,Souffle Enflammé
Blazamut,30,Inferno
Blazamut,35,Impact Brûlant
Blazamut,40,Boule Enflammée
Blazamut,50,Lance-Roche
Blazamut,70,Impact Rocheux
Blazamut Ryu,1,Déchaînement Draconique
Blazamut Ryu,7,Souffle Enflammé
Blazamut Ryu,15,Mur de Flammes
Blazamut Ryu,22,Comète
Blazamut Ryu,30,Tranche-Faisceau
Blazamut Ryu,40,Impact Brûlant
Blazamut Ryu,50,Magna-Écrasement
Blazamut Ryu,70,Pluie de Météorites
Dualith,1,Tir Boueux
Dualith,7,Explosion Rocailleuse
Dualith,15,Explose-Graines
Dualith,22,Tremblement
Dualith,30,Rayon Solaire
Dualith,40,Bras Fusée
Dualith,50,Rafale Vent
Dualith,70,Germocanon
Dualith Noct,1,Noirceur Expansive
Dualith Noct,7,Canon Noir
Dualith Noct,15,Flèche Noire
Dualith Noct,22,Tremblement
Dualith Noct,30,Laser Noir
Dualith Noct,40,Bras Fusée
Dualith Noct,50,Légion Sombre
Dualith Noct,70,Obscuracine
Anubis,1,Explosion Rocailleuse
Anubis,7,Boule d'Énergie
Anubis,15,Tornade de Sable
Anubis,22,Coup de Pied tournoyant
Anubis,30,Frappe Énergique
Anubis,40,Fracasse-Sol
Anubis,50,Lance-Roche
Anubis,55,Tourbillon de Sable
Anubis,70,Impact Rocheux
Sekhmet,1,Tir Boueux
Sekhmet,7,Tir Puissant
Sekhmet,15,Explosion Rocailleuse
Sekhmet,22,Lame Aérienne
Sekhmet,30,Saltogriffe
Sekhmet,40,Roulagriffe
Sekhmet,50,Tourbillon de Sable
Sekhmet,70,Impact Rocheux
Prixter,1,Tir Empoisonné
Prixter,7,Canon Noir
Prixter,15,Explosion Rocailleuse
Prixter,22,Tornade de Sable
Prixter,30,Fracas Vertical
Prixter,40,Lance-Roche
Prixter,50,Laser Noir
Prixter,70,Légion Sombre
Prixter Lux,1,Tir Boueux
Prixter Lux,7,Onde Électrique
Prixter Lux,15,Éclair Horizontal
Prixter Lux,22,Tornade de Sable
Prixter Lux,30,Triple Étincelle
Prixter Lux,40,Tonnerre Omniprésent
Prixter Lux,50,Uppercut Fulgurant
Prixter Lux,70,Laser Léthal
Tetroise,1,Explosion Rocailleuse
Tetroise,7,Canon à Pierre
Tetroise,15,Tornade de Sable
Tetroise,22,Tremblement
Tetroise,30,Lance-Roche
Tetroise,40,Tourbillon de Sable
Tetroise,50,Presse Cubique
Tetroise,70,Impact Rocheux
Tetroise Primo,1,Tir Puissant
Tetroise Primo,7,Boule d'Énergie
Tetroise Primo,15,Lame Aérienne
Tetroise Primo,22,Trident Glacé
Tetroise Primo,30,Hyper Rayon
Tetroise Primo,40,Chute de Diamants
Tetroise Primo,50,Explosion Sacrée
Tetroise Primo,70,Écrasement Sacré
Nyafia,1,Nuage Toxique
Nyafia,7,Tir Empoisonné
Nyafia,15,Explosion Rocailleuse
Nyafia,22,Déchaînement d'Ombre
Nyafia,30,Douche Toxique
Nyafia,40,Balle Cauchemar
Nyafia,50,Laser Noir
Nyafia,70,Légion Sombre
Mimog,1,Tir Puissant
Mimog,7,Canon Noir
Mimog,15,Flamme Spirituelle
Mimog,22,Boule d'Énergie
Mimog,30,Lame Aérienne
Mimog,40,Explosion Sacrée
Mimog,50,Hyper Rayon
Mimog,70,Légion Sombre
Xenovader,1,Tir Puissant
Xenovader,7,Tir Empoisonné
Xenovader,15,Noirceur Expansive
Xenovader,22,Flèche Noire
Xenovader,30,Balle Cauchemar
Xenovader,40,Griffe Maléfique
Xenovader,50,Laser Noir
Xenovader,70,Légion Sombre
Xenovader,1,Griffe Maléfique
Xenovader,2,Tir Empoisonné
Xenovader,3,Canon Noir
Xenovader,1,Griffe Maléfique
Xenovader,2,Balle Cauchemar
Xenovader,3,Canon Noir
Xenovader,1,Tir Puissant
Xenovader,7,Tir Empoisonné
Xenovader,15,Noirceur Expansive
Xenovader,22,Flèche Noire
Xenovader,30,Balle Cauchemar
Xenovader,40,Griffe Maléfique
Xenovader,50,Laser Noir
Xenovader,70,Légion Sombre
Xenogard,1,Canon Draconique
Xenogard,7,Déchaînement Draconique
Xenogard,15,Lame Aérienne
Xenogard,22,Souffle Draconique
Xenogard,30,Trident Glacé
Xenogard,40,Comète
Xenogard,50,Tranche-Faisceau
Xenogard,70,Météore Draconique
Xenogard,1,Souffle Draconique
Xenogard,2,Comète
Xenogard,3,Canon Draconique
Xenogard,1,Canon Draconique
Xenogard,2,Comète
Xenogard,3,Tranche-Faisceau
Prunelia,1,Nuage Toxique
Prunelia,7,Coupe-Rafale
Prunelia,15,Tir Empoisonné
Prunelia,22,Explose-Graines
Prunelia,30,Douche Toxique
Prunelia,40,Lierre Rampant
Prunelia,50,Rayon Solaire
Prunelia,70,Rafale Vent
Nitemary,1,Balle Sombre
Nitemary,7,Noirceur Expansive
Nitemary,15,Canon Noir
Nitemary,22,Flèche Noire
Nitemary,30,Flamme Spirituelle
Nitemary,40,Balle Cauchemar
Nitemary,50,Légion Sombre
Nitemary,70,Boule Enflammée
Nitemary Botan,1,Coupe-Rafale
Nitemary Botan,7,Explose-Graines
Nitemary Botan,15,Tornade Verte
Nitemary Botan,22,Lierre Circulaire
Nitemary Botan,30,Feuille Ricochet
Nitemary Botan,40,Rayon Solaire
Nitemary Botan,50,Vent Croisé
Nitemary Botan,70,Rafale Vent
Smokie,1,Double Croc (Tenebrae)
Smokie,2,Croc Sauvage (Tenebrae)
Smokie,3,Tir Boueux
Smokie,7,Noirceur Expansive
Smokie,15,Canon Noir
Smokie,22,Déchaînement d'Ombre
Smokie,30,Balle Cauchemar
Smokie,40,Comète
Smokie,50,Laser Noir
Smokie,70,Légion Sombre
Smokie Cryst,1,Double Croc (Tenebrae)
Smokie Cryst,2,Croc Sauvage (Tenebrae)
Smokie Cryst,7,Coupe-Glace
Smokie Cryst,15,Souffle Givré
Smokie Cryst,22,Grêle Tranchante
Smokie Cryst,30,Trident Glacé
Smokie Cryst,40,Morsure du Blizzard
Smokie Cryst,50,Laser Noir
Smokie Cryst,70,Chute de Diamants
Omascul,1,Balle Sombre
Omascul,7,Noirceur Expansive
Omascul,15,Canon Noir
Omascul,22,Déchaînement d'Ombre
Omascul,30,Balle Cauchemar
Omascul,40,Vol d'Âme
Omascul,50,Laser Noir
Omascul,70,Légion Sombre
Whalaska,1,Missile de Glace
Whalaska,7,Coupe-Glace
Whalaska,15,Iceberg
Whalaska,22,Geyser
Whalaska,30,Mur de Glace
Whalaska,40,Cryolance
Whalaska,50,Éruption Aquatique
Whalaska,70,Chute de Diamants
Whalaska Ignis,1,Tir Enflammé
Whalaska Ignis,7,Trait de Feu
Whalaska Ignis,15,Iceberg
Whalaska Ignis,22,Mur de Flammes
Whalaska Ignis,30,Mur de Glace
Whalaska Ignis,40,Pluie Volcanique
Whalaska Ignis,50,Cryolance
Whalaska Ignis,70,Boule Enflammée
Verdash,1,Coupe-Rafale
Verdash,7,Canon à Pierre
Verdash,15,Mitraille-Graines
Verdash,22,Explosion Rocailleuse
Verdash,30,Tornade Verte
Verdash,35,Ruée Rotative
Verdash,40,Lierre Rampant
Verdash,50,Rayon Solaire
Verdash,70,Rafale Vent
Splatterina,1,Balle Sombre
Splatterina,7,Noirceur Expansive
Splatterina,15,Canon Noir
Splatterina,22,Déchaînement d'Ombre
Splatterina,30,Balle Cauchemar
Splatterina,40,Rancune Déchaînée
Splatterina,50,Légion Sombre
Splatterina,70,Boule Enflammée
Gildane,1,Double Croc (Terra)
Gildane,2,Croc Sauvage (Terra)
Gildane,3,Tir Puissant
Gildane,7,Tir Boueux
Gildane,15,Explosion Rocailleuse
Gildane,22,Boule d'Énergie
Gildane,30,Tremblement
Gildane,40,Ruée Écrasante
Gildane,50,Impact Rocheux
Gildane,70,Explosion Sacrée
Dogen,1,Canon à Air
Dogen,7,Tir Puissant
Dogen,15,Canon à Pierre
Dogen,22,Boule d'Énergie
Dogen,30,Lame Aérienne
Dogen,40,Posture Résolue
Dogen,50,Hyper Rayon
Dogen,70,Explosion Sacrée
Bulldosu,1,Tir Boueux
Bulldosu,7,Explosion Rocailleuse
Bulldosu,15,Canon à Pierre
Bulldosu,22,Tremblement
Bulldosu,30,Lance-Roche
Bulldosu,40,Tourbillon de Sable
Bulldosu,50,Plaquage Dosukoï
Bulldosu,70,Impact Rocheux
Celesdir,1,Tir Puissant
Celesdir,7,Boule d'Énergie
Celesdir,15,Lame Aérienne
Celesdir,22,Comète
Celesdir,30,Explosion Sacrée
Celesdir,40,Hyper Rayon
Celesdir,50,Nova Sacrée
Celesdir,70,Salve Lumineuse
Celesdir Noct,1,Canon Noir
Celesdir Noct,7,Flèche Noire
Celesdir Noct,15,Flamme Spirituelle
Celesdir Noct,22,Balle Cauchemar
Celesdir Noct,30,Apocalypse
Celesdir Noct,40,Laser Noir
Celesdir Noct,50,Légion Sombre
Celesdir Noct,70,Nova Noire
Astegon,1,Canon Draconique
Astegon,7,Flamme Spirituelle
Astegon,15,Déchaînement Draconique
Astegon,22,Balle Cauchemar
Astegon,30,Souffle Draconique
Astegon,35,Poing Brûlant
Astegon,40,Laser Noir
Astegon,50,Météore Draconique
Astegon,70,Légion Sombre
Knocklem,1,Tir Puissant
Knocklem,7,Explosion Rocailleuse
Knocklem,15,Canon à Pierre
Knocklem,22,Tremblement
Knocklem,30,Lance-Roche
Knocklem,40,Coupe-Sol
Knocklem,50,Tourbillon de Sable
Knocklem,70,Impact Rocheux
Knocklem,1,Tir Puissant
Knocklem,7,Explosion Rocailleuse
Knocklem,15,Canon à Pierre
Knocklem,22,Tremblement
Knocklem,30,Lance-Roche
Knocklem,40,Coupe-Sol
Knocklem,50,Tourbillon de Sable
Knocklem Ignis,1,Trait de Feu
Knocklem Ignis,7,Tempête Ardente
Knocklem Ignis,15,Mur de Flammes
Knocklem Ignis,22,Concentration de Flammes
Knocklem Ignis,30,Pluie Volcanique
Knocklem Ignis,40,Inferno
Knocklem Ignis,50,Boule Enflammée
Knocklem Ignis,70,Trancheflamme
Silvegis,1,Canon Draconique
Silvegis,7,Coupe-Glace
Silvegis,15,Iceberg
Silvegis,22,Souffle Draconique
Silvegis,30,Canon Explosif
Silvegis,40,Canon Chargé
Silvegis,50,Charge Aegis
Silvegis,70,Météore Draconique
Azurmane,1,Tir Étincelant
Azurmane,7,Onde Électrique
Azurmane,15,Éclair Horizontal
Azurmane,22,Triple Étincelle
Azurmane,30,Tonnerre Omniprésent
Azurmane,40,Canon Fulgurant
Azurmane,45,Charge Flash
Azurmane,50,Charge Flash
Azurmane,70,Tempête Éclair
Valentail,1,Tir Boueux
Valentail,7,Canon à Air
Valentail,15,Tir Puissant
Valentail,22,Boule d'Énergie
Valentail,30,Lame Aérienne
Valentail,40,Tornade de Sable
Valentail,50,Hyper Rayon
Valentail,70,Explosion Sacrée
Snock,1,Onde Électrique
Snock,7,Éclair Horizontal
Snock,15,Triple Étincelle
Snock,22,Coup de Foudre
Snock,30,Éclair Fulgurant
Snock,40,Tonnerre Omniprésent
Snock,50,Électrocarapace
Snock,70,Canon Fulgurant
Snock Lux,1,Onde Électrique
Snock Lux,7,Canon à Pierre
Snock Lux,15,Tremblement
Snock Lux,22,Triple Étincelle
Snock Lux,30,Lance-Roche
Snock Lux,40,Tourbillon de Sable
Snock Lux,50,Électrocarapace
Snock Lux,70,Impact Rocheux
Souffline,1,Coupe-Rafale
Souffline,7,Mitraille-Graines
Souffline,15,Explose-Graines
Souffline,22,Tornade Verte
Souffline,30,Feuille Ricochet
Souffline,40,Rayon Solaire
Souffline,50,Vent Croisé
Souffline,70,Rafale Vent
Lapiron,1,Tir Boueux
Lapiron,7,Explosion Rocailleuse
Lapiron,15,Canon à Pierre
Lapiron,22,Tornade de Sable
Lapiron,30,Tremblement
Lapiron,40,Lance-Roche
Lapiron,50,Tourbillon de Sable
Lapiron,70,Impact Rocheux
Hoodle,1,Balle Sombre
Hoodle,7,Canon Noir
Hoodle,15,Déchaînement d'Ombre
Hoodle,22,Flamme Spirituelle
Hoodle,30,Balle Cauchemar
Hoodle,40,Apocalypse
Hoodle,50,Laser Noir
Hoodle,70,Légion Sombre
Slowatt,1,Lance Foudroyante
Slowatt,7,Onde Électrique
Slowatt,15,Orbes de Plasma
Slowatt,22,Éclair Horizontal
Slowatt,30,Triple Étincelle
Slowatt,40,Éclair Fulgurant
Slowatt,50,Tonnerre Omniprésent
Slowatt,70,Canon Fulgurant
Bakemi,1,Balle Sombre
Bakemi,7,Déchaînement d'Ombre
Bakemi,15,Flamme Spirituelle
Bakemi,22,Balle Cauchemar
Bakemi,30,Apocalypse
Bakemi,40,Laser Noir
Bakemi,50,Boule Enflammée
Bakemi,70,Légion Sombre
Solmora,1,Tir Bulleux
Solmora,7,Geyser
Solmora,15,Double-Aqua
Solmora,22,Éclabousse-Mur
Solmora,30,Hydro Tranchant
Solmora,40,Hydro-Laser
Solmora,50,Vague Scélérate
Solmora,70,Éruption Aquatique
Solmora Lux,1,Tir Aquatique
Solmora Lux,7,Onde Électrique
Solmora Lux,15,Double-Aqua
Solmora Lux,22,Triple Étincelle
Solmora Lux,30,Pluie Foudroyante
Solmora Lux,40,Vague Scélérate
Solmora Lux,50,Tempête Éclair
Solmora Lux,70,Éruption Aquatique
Lapure,1,Tir Puissant
Lapure,7,Tir Bulleux
Lapure,15,Boule d'Énergie
Lapure,22,Lame Aérienne
Lapure,30,Éclabousse-Mur
Lapure,40,Hydro Tranchant
Lapure,50,Hyper Rayon
Lapure,70,Explosion Sacrée
Eidrolon,1,Déchaînement Draconique
Eidrolon,7,Souffle Draconique
Eidrolon,15,Tranche-Faisceau
Eidrolon,22,Chute de Comètes
Eidrolon,30,Queue Tranchante
Eidrolon,40,Météore Draconique
Eidrolon,50,Phosphorayon
Eidrolon,70,Pluie de Météorites
Eidrolon Ignis,1,Déchaînement Draconique
Eidrolon Ignis,7,Souffle Enflammé
Eidrolon Ignis,15,Canon Explosif
Eidrolon Ignis,22,Canon Chargé
Eidrolon Ignis,30,Queue Tranchante
Eidrolon Ignis,40,Boule Enflammée
Eidrolon Ignis,50,Phosphorayon
Eidrolon Ignis,70,Pluie de Météorites
Dynamoff,1,Tir Étincelant
Dynamoff,7,Onde Électrique
Dynamoff,15,Boule de Foudre
Dynamoff,22,Lame Aérienne
Dynamoff,30,Triple Éclair
Dynamoff,40,Coup de Foudre
Dynamoff,50,Pluie Foudroyante
Dynamoff,70,Tempête Éclair
Tropicaw,1,Coupe-Rafale
Tropicaw,7,Mitraille-Graines
Tropicaw,15,Tornade Verte
Tropicaw,22,Tranche Venteuse
Tropicaw,30,Feuille Ricochet
Tropicaw,40,Vent Croisé
Tropicaw,50,Piétinement Floral
Tropicaw,70,Rafale Vent
Flaracle,1,Tir Enflammé
Flaracle,7,Trait de Feu
Flaracle,15,Souffle Enflammé
Flaracle,22,Mur de Flammes
Flaracle,30,Concentration de Flammes
Flaracle,40,Laser Noir
Flaracle,50,Pluie Volcanique
Flaracle,70,Boule Enflammée
Ophydia,1,Tir Bulleux
Ophydia,7,Explose-Graines
Ophydia,15,Double-Aqua
Ophydia,22,Lierre Circulaire
Ophydia,30,Hydro-Laser
Ophydia,40,Rafale Vent
Ophydia,50,Lotus Astral
Ophydia,70,Éruption Aquatique
Dupin,1,Flammes Scindées
Dupin,7,Souffle Enflammé
Dupin,15,Mur de Flammes
Dupin,22,Concentration de Flammes
Dupin,30,Pluie Volcanique
Dupin,40,Inferno
Dupin,50,Boule Enflammée
Dupin,70,Passe-passe
Roujay,1,Noirceur Expansive
Roujay,7,Canon Noir
Roujay,15,Flèche Noire
Roujay,22,Lame Aérienne
Roujay,30,Balle Cauchemar
Roujay,40,Apocalypse
Roujay,50,Laser Noir
Roujay,70,Légion Sombre
Venusa,1,Nuage Toxique
Venusa,7,Tir Empoisonné
Venusa,15,Déchaînement d'Ombre
Venusa,22,Flamme Spirituelle
Venusa,30,Douche Toxique
Venusa,40,Laser Noir
Venusa,50,Légion Sombre
Venusa,70,Dispersion Toxique
Mycora,1,Coupe-Rafale
Mycora,7,Tir Empoisonné
Mycora,15,Tornade Verte
Mycora,22,Tranche Venteuse
Mycora,30,Douche Toxique
Mycora,40,Rayon Solaire
Mycora,50,Vent Croisé
Mycora,70,Rafale Vent
Loomen,1,Balle Sombre
Loomen,7,Flammes Scindées
Loomen,15,Flamme Spirituelle
Loomen,22,Balle Cauchemar
Loomen,30,Concentration de Flammes
Loomen,40,Pluie Volcanique
Loomen,50,Légion Sombre
Loomen,70,Feu-Follet
Wistella,1,Canon Noir
Wistella,7,Flèche Noire
Wistella,15,Comète
Wistella,22,Balle Cauchemar
Wistella,30,Chute de Comètes
Wistella,40,Pluie d'Étoiles
Wistella,50,Météore Draconique
Wistella,70,Légion Sombre
Solenne,1,Tir Obscur
Solenne,7,Canon Noir
Solenne,15,Lame Aérienne
Solenne,22,Balle Cauchemar
Solenne,30,Laser Noir
Solenne,40,Danse de la Plume Noire
Solenne,50,Légion Sombre
Solenne,70,Explosion Sacrée
Renjishi,1,Tir Enflammé
Renjishi,7,Flammes Scindées
Renjishi,15,Souffle Enflammé
Renjishi,22,Mur de Flammes
Renjishi,30,Concentration de Flammes
Renjishi,40,Pluie Volcanique
Renjishi,50,Inferno
Renjishi,70,Boule Enflammée
Aegidron,1,Explosion Rocailleuse
Aegidron,7,Canon Explosif
Aegidron,15,Tremblement
Aegidron,22,Canon Chargé
Aegidron,30,Tourbillon de Sable
Aegidron,40,Impact Rocheux
Aegidron,50,Météore Draconique
Aegidron,70,Missile Kaboum
Grizzbolt,1,Tir Étincelant
Grizzbolt,7,Onde Électrique
Grizzbolt,15,Griffe Éclair
Grizzbolt,22,Éclair Horizontal
Grizzbolt,30,Triple Éclair
Grizzbolt,40,Coup de Foudre
Grizzbolt,50,Éclair Fulgurant
Grizzbolt,55,Tank Foudroyant
Grizzbolt,70,Laser Léthal
Lyleen,1,Coupe-Rafale
Lyleen,7,Mitraille-Graines
Lyleen,15,Explose-Graines
Lyleen,22,Bombao
Lyleen,30,Tornade Verte
Lyleen,40,Lierre Rampant
Lyleen,50,Rayon Solaire
Lyleen,55,Protection de Fertilité
Lyleen,70,Rafale Vent
Lyleen Noct,1,Balle Sombre
Lyleen Noct,7,Coupe-Glace
Lyleen Noct,15,Déchaînement d'Ombre
Lyleen Noct,22,Souffle Givré
Lyleen Noct,30,Balle Cauchemar
Lyleen Noct,40,Morsure du Blizzard
Lyleen Noct,45,Pluie d'Étoiles
Lyleen Noct,50,Laser Noir
Lyleen Noct,70,Légion Sombre
Orserk,1,Keraunos
Orserk,7,Coup de Foudre
Orserk,15,Tir Étincelant
Orserk,22,Souffle Draconique
Orserk,30,Éclair Horizontal
Orserk,40,Triple Éclair
Orserk,50,Éclair Fulgurant
Orserk,55,Polykeraunos
Orserk,70,Pluie de Météorites
Faleris,1,Tir Enflammé
Faleris,7,Trait de Feu
Faleris,15,Flammes Scindées
Faleris,22,Souffle Enflammé
Faleris,30,Ailes Flamboyantes
Faleris,40,Inferno
Faleris,50,Boule Enflammée
Faleris,55,Vague Brûlante
Faleris,70,Explosion Sacrée
Faleris,1,Tir Enflammé
Faleris,7,Trait de Feu
Faleris,15,Flammes Scindées
Faleris,22,Souffle Enflammé
Faleris,30,Ailes Flamboyantes
Faleris,40,Inferno
Faleris,50,Boule Enflammée
Faleris,55,Vague Brûlante
Faleris,70,Explosion Sacrée
Faleris Aqua,1,Jet d'Eau
Faleris Aqua,7,Tir Bulleux
Faleris Aqua,15,Pluie Acide
Faleris Aqua,22,Geyser
Faleris Aqua,30,Éclabousse-Mur
Faleris Aqua,40,Ailes Aqueuses
Faleris Aqua,50,Hydro-Laser
Faleris Aqua,70,Éruption Aquatique
Shadowbeak,1,Canon à Air
Shadowbeak,7,Balle Sombre
Shadowbeak,15,Déchaînement d'Ombre
Shadowbeak,22,Flamme Spirituelle
Shadowbeak,30,Balle Cauchemar
Shadowbeak,40,Catastrophe Divine
Shadowbeak,50,Laser Noir
Shadowbeak,55,Catastrophe Divine II
Shadowbeak,70,Légion Sombre
Selyne,1,Canon Noir
Selyne,7,Flèche Noire
Selyne,15,Lame Aérienne
Selyne,18,Comète
Selyne,22,Explosion Sacrée
Selyne,30,Lame Seigetsu
Selyne,40,Pluie d'Étoiles
Selyne,50,Rayon Lunaire
Selyne,70,Flash Seigetsu
Selyne,1,Boule d'Énergie
Selyne,2,Lame Aérienne
Selyne,3,Explosion Sacrée
